,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
07/19/2025,AplPay STARBUCKS D MLAS VEGAS           NV,5.53,"197805     197805           89111
AplPay STARBUCKS D MA
LAS VEGAS
NV
197805           89111",AplPay STARBUCKS D MLAS VEGAS           NV,5757 WAYNE NEWTON BLVD,"LAS VEGAS
NV",89111-8037,UNITED STATES,320252010310375103,Restaurant-Bar & Café
07/18/2025,AplPay CLIPPER SYSTECONCORD             CA,6.00,"00216210153 8778788883
AplPay CLIPPER SYSTEMS MOBILE #1 000007046
CONCORD
CA
Description : REFER TO RECEIPT Price : 0.00
8778788883",AplPay CLIPPER SYSTECONCORD             CA,"STE 900
1800 SUTTER ST","CONCORD
CA",94520,UNITED STATES,320252010305071854,Other-Government Services
07/18/2025,AplPay LYFT         855-280-0278        CA,9.90,"CH_2RMI83JB2106546535795776194104
2106546535795776108
AplPay LYFT
855-280-0278
CA
2106546535795776108
2106546535795776194104",AplPay LYFT         855-280-0278        CA,185 BERRY ST STE 5000,"SAN FRANCISCO
CA",94107,UNITED STATES,320251990246618879,Transportation-Taxis & Coach
07/18/2025,AplPay TRADER JOE S PALO ALTO           CA,20.42,"000061109076265993700
AplPay TRADER JOE S #207 PALO AL
PALO ALTO
CA
6265993700",AplPay TRADER JOE S PALO ALTO           CA,855 EL CAMINO REAL STE 140,"PALO ALTO
CA",94301,UNITED STATES,320252000285275094,Merchandise & Supplies-Groceries
07/18/2025,DFS SAN FRANCISCO INSAN FRANCISCO       CA,201.25,"19809951258 3107836600
DFS SAN FRANCISCO INTERNA 000000001
SAN FRANCISCO
CA
Description : DUTY FREE STORE Price : 2.0125
3107836600",DFS SAN FRANCISCO INSAN FRANCISCO       CA,"100 INT LOOP CONCOURSE
G GATE 91- COURTYARD 4","SAN FRANCISCO
CA",94128,UNITED STATES,320252000288862118,Merchandise & Supplies-General Retail
07/18/2025,NORTH INDIA RESTAURASAN FRANCISCO       CA,60.00,"67410048    415-731-2400
NORTH INDIA RESTAURANT 0211
SAN FRANCISCO
CA
Description : FOOD/BEVERAGE Price : 0.00
415-731-2400",NORTH INDIA RESTAURASAN FRANCISCO       CA,123 2ND ST,"SAN FRANCISCO
CA",94105-3625,UNITED STATES,320251990257160841,Restaurant-Restaurant
07/18/2025,PEETS COFFEE & TEA  PALO ALTO           CA,11.25,"817325      FAST FOOD RESTAURANT
PEETS COFFEE & TEA
PALO ALTO
CA
FAST FOOD RESTAURANT",PEETS COFFEE & TEA  PALO ALTO           CA,77 TOWN COUNTRY,"PALO ALTO
CA",94301,UNITED STATES,320252000292354081,Restaurant-Bar & Café
07/18/2025,UNIVERSITY SHOP #674PALO ALTO           CA,65.58,"0010159390294593902         94304
UNIVERSITY SHOP #674 000000674
PALO ALTO
CA
94593902         94304",UNIVERSITY SHOP #674PALO ALTO           CA,WHITE PLZ,"STANFORD
CA",94305,UNITED STATES,320252000283982006,Merchandise & Supplies-Book Stores
07/18/2025,WHOLE FOODS MARKET  PALO ALTO           CA,23.60,"0C1Y3FLVCVF 4153268676
WHOLE FOODS MARKET
PALO ALTO
CA
Description : GROCERY STORES Price : 0.236
4153268676",WHOLE FOODS MARKET  PALO ALTO           CA,774 EMERSON ST PA,"PALO ALTO
CA",94301,UNITED STATES,320252000288190618,Merchandise & Supplies-Groceries
07/17/2025,ANDYTOWN COFFEE ROASSan Francisco       CA,9.75,"NiMNl3QvpY6 squareup.com/receipts
ANDYTOWN COFFEE ROASTERS FREMONT STREE
San Francisco
CA
squareup.com/receipts",ANDYTOWN COFFEE ROASSan Francisco       CA,"181 FREMONT ST
7TH FL","SAN FRANCISCO
CA",94105-2207,UNITED STATES,320251980239813337,Restaurant-Bar & Café
07/17/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,43.29,"MQQ60B8922A RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320251980217361886,Merchandise & Supplies-Internet Purchase
07/17/2025,AplPay BT*CALTRAIN MPORTLAND            OR,6.25,"3JPG4M0Y    8662550250
AplPay BT*CALTRAIN MOBILE
PORTLAND
OR
8662550250",AplPay BT*CALTRAIN MPORTLAND            OR,217 NORTH WEST 4TH AVE,"PORTLAND
OR",97209,UNITED STATES,320251980220148357,Transportation-Rail Services
07/17/2025,AplPay GRUBHUB*CHICKNEW YORK            NY,19.99,"1TCD5EJR    8775851085
AplPay GRUBHUB*CHICKENMEETSRI
NEW YORK
NY
8775851085",AplPay GRUBHUB*CHICKNEW YORK            NY,"SUITE 2100
111 W WASHINGTON","CHICAGO
IL",60602,UNITED STATES,320251980214557284,Restaurant-Restaurant
07/17/2025,BAREBOTTLE BREWING CSan Francisco       CA,10.25,"zbl6AutYg0I squareup.com/receipts
BAREBOTTLE BREWING COMPANY - SALESFORC
San Francisco
CA
squareup.com/receipts",BAREBOTTLE BREWING CSan Francisco       CA,425 MISSION ST,"SAN FRANCISCO
CA",94105,UNITED STATES,320251980214964782,Restaurant-Bar & Café
07/17/2025,TST* EL PORTENO - FESAN FRANCISCO       CA,15.21,"21105175199 RESTAURANT
TST* EL PORTENO - FERRY B 00008012
SAN FRANCISCO
CA
RESTAURANT",TST* EL PORTENO - FESAN FRANCISCO       CA,1924 INTERNATIONAL BLVD,"OAKLAND
CA",94606,UNITED STATES,320251990249748155,Restaurant-Restaurant
07/17/2025,UBER,17.91,"0KJ5FJMK   OPXOAW73         94025
Uber Trip
help.uber.com
CA
OPXOAW73         94025",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320251980219113776,Transportation-Taxis & Coach
07/16/2025,AplPay BT*CALTRAIN MPORTLAND            OR,8.50,"BA4CZ3MP    8662550250
AplPay BT*CALTRAIN MOBILE
PORTLAND
OR
8662550250",AplPay BT*CALTRAIN MPORTLAND            OR,217 NORTH WEST 4TH AVE,"PORTLAND
OR",97209,UNITED STATES,320251970191147644,Transportation-Rail Services
07/16/2025,AplPay GPTDAO       PALO ALTO           CA,182.07,"CH_3RLZ4HI3 +16502847612
AplPay GPTDAO
PALO ALTO
CA
+16502847612",AplPay GPTDAO       PALO ALTO           CA,401 LAMBERT AVE,"PALO ALTO
CA",94306,UNITED STATES,320251970209354367,Other-Miscellaneous
07/16/2025,OASIS SAN JOSE AIRPOSAN JOSE            CA,8.00,"85428145198 408-334-7456
OASIS SAN JOSE AIRPORT
SAN JOSE
CA
408-334-7456",OASIS SAN JOSE AIRPOSAN JOSE            CA,1355 NORTH 4TH ST,"SAN JOSE
CA",95112-4714,UNITED STATES,320251980238880900,Travel-Lodging
07/15/2025,AKIKOS SUSHI BAR 00-SAN FRANCISCO       CA,55.12,"31099535196 RESTAURANT
AKIKOS SUSHI BAR 00-08042970270
SAN FRANCISCO
CA
RESTAURANT",AKIKOS SUSHI BAR 00-SAN FRANCISCO       CA,726 NORIEGA ST,"SAN FRANCISCO
CA",94122-4542,UNITED STATES,320251970203245843,Restaurant-Restaurant
07/15/2025,AplPay BT*CALTRAIN MPORTLAND            OR,6.25,"9CS2KQF8    8662550250
AplPay BT*CALTRAIN MOBILE
PORTLAND
OR
8662550250",AplPay BT*CALTRAIN MPORTLAND            OR,217 NORTH WEST 4TH AVE,"PORTLAND
OR",97209,UNITED STATES,320251960157309982,Transportation-Rail Services
07/15/2025,AplPay CKE*FAMBRINISPALO ALTO           CA,32.58,"99999995196 6502157777
AplPay CKE*FAMBRINIS S CAFE 2500 000015318
PALO ALTO
CA
6502157777",AplPay CKE*FAMBRINISPALO ALTO           CA,"2500 EL CAMINO REAL
STE 105 SUITE 105","PALO ALTO
CA",94306-1723,UNITED STATES,320251970206663611,Restaurant-Restaurant
07/15/2025,AplPay MINISO 281 UNPALO ALTO           CA,19.97,"85166185197626-463-4251
AplPay MINISO 281 UNIVERSITY
PALO ALTO
CA
626-463-4251",AplPay MINISO 281 UNPALO ALTO           CA,281 UNIVERSITY AVE PALO ALTO CA 94301,"PALO ALTO
CA",94301,UNITED STATES,320251970210218802,Merchandise & Supplies-Clothing Stores
07/15/2025,WHOLE FOODS MARKET  SAN FRANCISCO       CA,3.89,"06P2TCCZ1RW 4156180066
WHOLE FOODS MARKET
SAN FRANCISCO
CA
Description : GROCERY STORES Price : 0.0389
4156180066",WHOLE FOODS MARKET  SAN FRANCISCO       CA,399 4TH ST,"SAN FRANCISCO
CA",94107-1236,UNITED STATES,320251970198624743,Merchandise & Supplies-Groceries
07/14/2025,AplPay BT*CALTRAIN MPORTLAND            OR,6.25,"2F3FBV8K    8662550250
AplPay BT*CALTRAIN MOBILE
PORTLAND
OR
8662550250",AplPay BT*CALTRAIN MPORTLAND            OR,217 NORTH WEST 4TH AVE,"PORTLAND
OR",97209,UNITED STATES,320251950130620941,Transportation-Rail Services
07/14/2025,AplPay BT*CALTRAIN MPORTLAND            OR,6.25,"MYXSNP3C    8662550250
AplPay BT*CALTRAIN MOBILE
PORTLAND
OR
8662550250",AplPay BT*CALTRAIN MPORTLAND            OR,217 NORTH WEST 4TH AVE,"PORTLAND
OR",97209,UNITED STATES,320251960163686952,Transportation-Rail Services
07/14/2025,AplPay STARBUCKS AS1ORLANDO             FL,3.67,"122402     122402           32827
AplPay STARBUCKS AS1 MCO
ORLANDO
FL
122402           32827",AplPay STARBUCKS AS1ORLANDO             FL,9333 AIRPORT BLVD,"ORLANDO
FL",32827,UNITED STATES,320251960171382834,Restaurant-Bar & Café
07/14/2025,CHIPOTLE 0934 0934  MILLBRAE            CA,11.48,"014556      650-259-9301
CHIPOTLE 0934 0934
MILLBRAE
CA
Description : FAST FOOD RESTAURAN Price : 0.00
650-259-9301",CHIPOTLE 0934 0934  MILLBRAE            CA,"135 SOUTH EL CAMINO REAL
105","MILLBRAE
CA",94030-3122,UNITED STATES,320251960169332703,Restaurant-Bar & Café
07/14/2025,STARBUCKS AS1 MCO   ORLANDO             FL,6.87,"122601     122601           32827
STARBUCKS AS1 MCO
ORLANDO
FL
122601           32827",STARBUCKS AS1 MCO   ORLANDO             FL,9333 AIRPORT BLVD,"ORLANDO
FL",32827,UNITED STATES,320251960171486161,Restaurant-Bar & Café
07/13/2025,WAL-MART SUPERCENTERSAN MARCOS          TX,15.65,"51940036731 DISCOUNT STORE
WAL-MART SUPERCENTER 404 0404
SAN MARCOS
TX
DISCOUNT STORE",WAL-MART SUPERCENTERSAN MARCOS          TX,1015 HWY 80,"SAN MARCOS
TX",78666,UNITED STATES,320251940106855613,Merchandise & Supplies-Wholesale Stores
07/12/2025,AplPay CLIPPER SYSTECONCORD             CA,30.00,"00215625504 8778788883
AplPay CLIPPER SYSTEMS MOBILE #1 000007046
CONCORD
CA
Description : REFER TO RECEIPT Price : 0.00
8778788883",AplPay CLIPPER SYSTECONCORD             CA,"STE 900
1800 SUTTER ST","CONCORD
CA",94520,UNITED STATES,320251950134442753,Other-Government Services
07/12/2025,MOBILE PAYMENT - THANK YOU,-460.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320251930072771598,
07/11/2025,CHIPOTLE 2799 2799  SAN MARCOS          TX,27.60,"017911      303-595-4000
CHIPOTLE 2799 2799
SAN MARCOS
TX
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",CHIPOTLE 2799 2799  SAN MARCOS          TX,1020 CTR PT RD,"SAN MARCOS
TX",78666,UNITED STATES,320251930094066978,Restaurant-Bar & Café
07/11/2025,GAP OUTLET US 7754  SAN MARCOS          TX,54.75,"077544070750775440707530001 78666
GAP OUTLET US 7754
SAN MARCOS
TX
0775440707530001 78666",GAP OUTLET US 7754  SAN MARCOS          TX,3939 IH-35 SOUTH,"SAN MARCOS
TX",78666,UNITED STATES,320251930093918212,Merchandise & Supplies-Clothing Stores
07/11/2025,H&M  0470SAN MARCOS SAN MARCOS          TX,14.06,"US047000325 FAMILY CLOTHING
H&M  0470SAN MARCOS
SAN MARCOS
TX
FAMILY CLOTHING",H&M  0470SAN MARCOS SAN MARCOS          TX,4015 I 35 SOUTH,"SAN MARCOS
TX",78666,UNITED STATES,320251930084824927,Merchandise & Supplies-Clothing Stores
07/11/2025,H-E-B #243 000000000SAN MARCOS          TX,33.31,"000140370   9999999999
H-E-B #243 000000000879200
SAN MARCOS
TX
9999999999",H-E-B #243 000000000SAN MARCOS          TX,641 EAST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251930079668670,Merchandise & Supplies-Groceries
07/11/2025,MARIA'S FAJITAS     San Marcos          TX,7.57,"XzaVpui77AN squareup.com/receipts
MARIA'S FAJITAS
San Marcos
TX
squareup.com/receipts",MARIA'S FAJITAS     San Marcos          TX,2807 NOBLE GRV LN,"KATY
TX",77494,UNITED STATES,320251920049656645,Restaurant-Restaurant
07/11/2025,PAR*ROCKY MOUNTAIN CSAN MARCOS          TX,4.25,"999999951935123929790
PAR*ROCKY MOUNTAIN CHOCOL 000008686
SAN MARCOS
TX
5123929790",PAR*ROCKY MOUNTAIN CSAN MARCOS          TX,"4015 SOUTH I 35
SUITE 835","SAN MARCOS
TX",78666,UNITED STATES,320251930080920325,Restaurant-Bar & Café
07/11/2025,TARGET        033357SAN MARCOS          TX,2.97,"001603346   612-3044357
TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0297
612-3044357",TARGET        033357SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320251920049522659,Merchandise & Supplies-Wholesale Stores
07/10/2025,"BOOKING.COM (USA)   WILMINGTON,NEW CASTLDE",428.71,"######by6he TRAVEL AGENCY
PASSENGER TICKET
BOOKING.COM (USA)
WILMINGTON,NEW CASTLE
DE
Carrier : Booking.com (USA)
Passenger Name : Adhikari Saksham
Ticket Number : 00000000000000
Departure Day : 07/13
Additional Info : PASSENGER TICKET
From : AUSTIN ROBERT MUEL
To : ORLANDO INTERNATIO
From : ORLANDO INTERNATIO
To : SAN FRANCISCO INTL
From : SAN FRANCISCO INTL
To : LAS VEGAS MCCARRAN
From : LAS VEGAS MCCARRAN
To : AUSTIN ROBERT MUEL","BOOKING.COM (USA)   WILMINGTON,NEW CASTLDE","66TH FLOOR
350 FIFTH AVENUE","NEW YORK
NY",10118,UNITED STATES,320251920062423040,Travel-Travel Agencies
07/07/2025,WALMART.COM         WALMART.COM         AR,-3.97,"WR359PVE4N3 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251880951684127,Merchandise & Supplies-Internet Purchase
07/07/2025,WALMART.COM 80092562BENTONVILLE         AR,-3.97,"WR359PTY4MT 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251890981847694,Merchandise & Supplies-Internet Purchase
07/07/2025,WALMART.COM 80092562BENTONVILLE         AR,-2.47,"WRYKHB5W4KS 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251890981780624,Merchandise & Supplies-Internet Purchase
07/07/2025,WALMART.COM 80092562BENTONVILLE         AR,-1.92,"WR359PXC4NI 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251890981878939,Merchandise & Supplies-Internet Purchase
07/07/2025,WALMART.COM 80092562BENTONVILLE         AR,-1.74,"WIG88GZNJGZ 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251890981750731,Merchandise & Supplies-Internet Purchase
07/07/2025,WALMART.COM 80092562BENTONVILLE         AR,-1.18,"WDCNKY384UH 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251890981754307,Merchandise & Supplies-Internet Purchase
07/06/2025,WALMART.COM 80092562BENTONVILLE         AR,38.23,"WRYKG0P310G 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251880952317396,Merchandise & Supplies-Internet Purchase
07/05/2025,K3SV:0004 250.00 credit,-250.00,"K3SV:0004 250.00 credit
",K3SV:0004 250.00 credit,731 SANSOME ST,"SAN FRANCISCO
CA",94111,UNITED STATES,320251860903486266,Merchandise & Supplies-Computer Supplies
07/02/2025,AMAZON.COM          AMZN.COM/BILL       WA,89.19,"6G7L0JON5MX MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,320251840827514133,Merchandise & Supplies-Internet Purchase
07/02/2025,"SHEIN US SERVICES, LKENT                DE",85.42,"######Qt2Cc FAMILY CLOTHING
SHEIN US SERVICES, LLC._
KENT
DE
FAMILY CLOTHING","SHEIN US SERVICES, LKENT                DE","12 MARINA BOULEVARD
15-01 MBFC T3",SINGAPORE,018982,SINGAPORE,320251830799452832,Merchandise & Supplies-Clothing Stores
07/02/2025,TARGET.COM          800-591-3869        MN,43.29,"90200268047 800-591-3869
TARGET.COM
800-591-3869
MN
""Description : APPAREL, HOUSEWARES Price : 0.00""
800-591-3869",TARGET.COM          800-591-3869        MN,"33 SOUTH 6TH ST
STE CC1","MINNEAPOLIS
MN",55402-3700,UNITED STATES,320251830821932117,Merchandise & Supplies-Internet Purchase
07/01/2025,CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,21.32,"CH_3RGEFUAC +14152360599
CLAUDE.AI SUBSCRIPTION
SAN FRANCISCO
CA
+14152360599",CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,731 SANSOME ST,"SAN FRANCISCO
CA",94111,UNITED STATES,320251830818307954,Merchandise & Supplies-Computer Supplies
07/01/2025,H-E-B #455 000000000SAN MARCOS          TX,29.15,"000592695   9999999999
H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",H-E-B #455 000000000SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251830800640691,Merchandise & Supplies-Groceries
07/01/2025,MOBILE PAYMENT - THANK YOU,-200.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320251820764564610,
07/01/2025,WMT PLUS 2025       WALMART.COM         AR,106.09,"WJ6OIS3P1WW 800-925-6278
WMT PLUS 2025
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WMT PLUS 2025       WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712,UNITED STATES,320251820791848366,Merchandise & Supplies-Internet Purchase
06/27/2025,A EAGLE OUTFTR      SAN MARCOS          TX,11.88,"F9Q7RZ33ZN5 MEN'S/WOMEN'S CLOTHNG
A EAGLE OUTFTR
SAN MARCOS
TX
MEN'S/WOMEN'S CLOTHNG",A EAGLE OUTFTR      SAN MARCOS          TX,"SAN MRCS TNGR-AERIE322A
4015 INTRSTATE HWY 35 S","SAN MARCOS
TX",78666,UNITED STATES,320251790708857622,Merchandise & Supplies-Clothing Stores
06/27/2025,BATH AND BODY WORKS SAN MARCOS          TX,4.32,"0408586    627195700        78666
SPECIALTY RETAIL
BATH AND BODY WORKS 4721 4721
SAN MARCOS
TX
SPECIALTY RETAIL
627195700        78666",BATH AND BODY WORKS SAN MARCOS          TX,3939 SOUTH INTERSTATE 35 STE 502,"SAN MARCOS
TX",78666,UNITED STATES,320251790709234646,Merchandise & Supplies-Department Stores
06/27/2025,BURLINGTON STORES 13SAN MARCOS          TX,21.62,"01802025062 609-387-7800
BURLINGTON STORES 1374 1374
SAN MARCOS
TX
Description : APPAREL/ACCESSORIES Price : 0.00
609-387-7800",BURLINGTON STORES 13SAN MARCOS          TX,"STE 800
3843 IH 35 SOUTH","SAN MARCOS
TX",78666,UNITED STATES,320251790693586586,Merchandise & Supplies-Clothing Stores
06/27/2025,CHINA WOK           SAN MARCOS          TX,9.73,"74207855179 512-392-8087
CHINA WOK                SAN MARCOS 62
SAN MARCOS
TX
512-392-8087",CHINA WOK           SAN MARCOS          TX,"3939 SOUTH IH 35
STE FC7","SAN MARCOS
TX",78666,UNITED STATES,320251790696765604,Restaurant-Restaurant
06/27/2025,CHIPOTLE 2799 2799  SAN MARCOS          TX,13.80,"014773      303-595-4000
CHIPOTLE 2799 2799
SAN MARCOS
TX
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",CHIPOTLE 2799 2799  SAN MARCOS          TX,1020 CTR PT RD,"SAN MARCOS
TX",78666,UNITED STATES,320251790698567789,Restaurant-Bar & Café
06/27/2025,H&M  0470SAN MARCOS SAN MARCOS          TX,81.34,"US047000425 FAMILY CLOTHING
H&M  0470SAN MARCOS
SAN MARCOS
TX
FAMILY CLOTHING",H&M  0470SAN MARCOS SAN MARCOS          TX,4015 I 35 SOUTH,"SAN MARCOS
TX",78666,UNITED STATES,320251790694589697,Merchandise & Supplies-Clothing Stores
06/27/2025,MINISO TANGER OUTLETSAN MARCOS          TX,2.70,"85166185180626-463-4251
MINISO TANGER OUTLETS
SAN MARCOS
TX
626-463-4251",MINISO TANGER OUTLETSAN MARCOS          TX,"3939 I-35 SAN MARCOS SP-329
3939 I-35 SAN MARCOS","SAN MARCOS
TX",786669378,UNITED STATES,320251800734588001,Merchandise & Supplies-Clothing Stores
06/27/2025,TARGET        033357SAN MARCOS          TX,9.09,"000725782   612-3044357
TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0909
612-3044357",TARGET        033357SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320251780678114880,Merchandise & Supplies-Wholesale Stores
06/27/2025,VICTORIA'S SECRET #2SAN MARCOS          TX,6.48,"0259424    627174429        78666
SPECIALTY RETAIL
VICTORIA'S SECRET #2250 2250
SAN MARCOS
TX
SPECIALTY RETAIL
627174429        78666",VICTORIA'S SECRET #2SAN MARCOS          TX,"SPACE 405
3939 IH-35 SOUTH 900","SAN MARCOS
TX",78666,UNITED STATES,320251800728020378,Merchandise & Supplies-Clothing Stores
06/27/2025,WALMART.COM         WALMART.COM         AR,58.53,"WDZSHVE647I 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251780664785041,Merchandise & Supplies-Internet Purchase
06/26/2025,VISIBLE             LONE TREE           CO,25.00,"26HFTQGT    8663313527
VISIBLE
LONE TREE
CO
8663313527",VISIBLE             LONE TREE           CO,10000 PARK MDWS DR,"LONE TREE
CO",80124,UNITED STATES,320251770633190858,Communications-Mobile Telecom
06/23/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,0.99,"MQQ5XTYT2DA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320251740546784150,Merchandise & Supplies-Internet Purchase
06/21/2025,"SHEIN US SERVICES, LKENT                DE",7.35,"######QZw28 FAMILY CLOTHING
SHEIN US SERVICES, LLC._
KENT
DE
","SHEIN US SERVICES, LKENT                DE","12 MARINA BOULEVARD
15-01 MBFC T3",SINGAPORE,018982,SINGAPORE,320251710482928136,Merchandise & Supplies-Clothing Stores
06/21/2025,TST* KUMO 300717810 SAN MARCOS          TX,21.36,"99999995172 5128553255
TST* KUMO 300717810
SAN MARCOS
TX
Description : RESTAURANTS Price : 0.2136
5128553255",TST* KUMO 300717810 SAN MARCOS          TX,312 UNIVERSITY DR,"SAN MARCOS
TX",78666-5744,UNITED STATES,320251720496478898,Restaurant-Restaurant
06/21/2025,WALMART.COM 80092562BENTONVILLE         AR,6.37,"WDRIK2KW5D2 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251720491185641,Merchandise & Supplies-Internet Purchase
06/20/2025,H-E-B #455 000000000SAN MARCOS          TX,18.69,"000190520   9999999999
H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",H-E-B #455 000000000SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251720494653773,Merchandise & Supplies-Groceries
06/20/2025,MOBILE PAYMENT - THANK YOU,-271.80,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320251710458911874,
06/20/2025,MOBILE PAYMENT - THANK YOU,-50.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320251710458923833,
06/19/2025,WALMART.COM 80092562BENTONVILLE         AR,-6.96,"WNOQKZR51X3 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251710482166652,Merchandise & Supplies-Internet Purchase
06/19/2025,WALMART.COM 80092562BENTONVILLE         AR,-2.94,"W7P7K7UU72N 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251710482260724,Merchandise & Supplies-Internet Purchase
06/19/2025,WALMART.COM 80092562BENTONVILLE         AR,-2.67,"W9Y8W80A1WP 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251710482178465,Merchandise & Supplies-Internet Purchase
